sentence,label,alpha,id,word_count
employee salesman motor whitefield location huge fraud customer purchase june third week get deliver yesterday name salesperson deal,3,a,3439,18
service crashed car first free service still fix please help,3,a,3440,10
understand concern address team final stand share request get touch ground team assistance require,3,a,3441,14
best way fix rust leaky pipe,4,a,3442,6
name chassis mat dealer detail sale amp service lucknow look matter accord worker company car make good company,3,a,3443,18
dear motor good vehicle build quality good steer create problem please improve sale service spare part vehicle service,3,a,3444,18
ford focus window wont roll,4,a,3445,5
please launch automatic gear box variant,3,a,3446,6
style comfort safety feature performance new truck bane ore,3,a,3448,9
ultra design deliver high operational productivity maximum return investment make ideal distribution truck fast move consumer good business,3,a,3449,18
thank appreciation keep support love motor also would really like know wrong please share feedback via definitely take forward relevant team,3,a,3450,21
take complete control business take next level power steer give great control road keep effortlessly know click india,3,a,3451,18
hear look forward part motor family stay tune social medium handle website late update product launch,3,a,3452,16
still action even get call side bad brand ever,3,a,3453,9
would interested know engine power like much engine,0,a,3454,8
service motor extension ring road lucknow wash department bad third experience issue occur everything,3,a,3455,14
obtain detail complaint number result unnecessary delay address concern,3,a,3456,9
walk outside last night car key key fob also could unlock idea,4,a,3457,12
change transmission filter honda insight,4,a,3458,5
wheel squeal,4,a,3461,2
challenger warp heat flex seal,4,a,3462,5
rumor dispense company stop production car explain truth behind,3,a,3464,9
max speed car,0,a,3465,3
understand team contact confirm visit workshop per convenience require assistance feel free connect definitely assist,3,a,3466,15
please help idea battery related,4,a,3467,5
saturn aura stereo work,4,a,3469,4
power car,0,a,3471,2
day conquer challenge pa take impossible,3,a,3473,6
ace variant fuel bill pollution karo,3,a,3476,6
system car work,1,a,3477,3
appreciate continued interest automatic variant assure introduce part product life cycle also enjoy view truly,3,a,3479,15
locate near dealership please click,3,a,3480,5
thank share contact number team connect soon assistance,3,a,3482,8
much truck need,0,a,3484,3
truck would begin subsequent introduce amp sub,2,a,3486,7
thank share detail however also require dealer information relevant team connect assist,3,a,3487,12
glad hear customer service satisfaction utmost importance aim deliver best service customer always strive make experience even well,3,a,3490,18
sound like air brake minute charge,4,a,3493,6
mai motor day part mil bola big,3,a,3494,7
thank share detail however also require contact number help relevant team connect assist,3,a,3497,13
message sent detail,3,a,3498,3
bad alternator kill battery,4,a,3501,4
gear profit impeccable performance top speed brings productivity profit know click india,3,a,3503,12
please reply many proud owner wait reply,3,a,3505,7
course price run cost major component fuel consumption two critical factor purchase decision average car buyer india middle class person,0,a,3506,20
nothing stop beast,3,a,3507,3
voice touch take play music use apps call message contact safely drive apple enable automatic click link,3,a,3508,17
sir first car believe motor car waste money service concord motor dairy circle bangalore waste keep,3,a,3509,16
motor recruit campus graduate engineer trainee receive call motor ask,3,a,3510,10
sure right take tag key idea volvo,4,a,3513,7
update work still steer work remain till impressed service,3,a,3514,9
face issue engine malfunction right year service station able cure issue also give warm air solution issue use car,3,a,3515,19
definitely want customer experience please share contact information vehicle chassis number via team connect quicker assistance,3,a,3516,16
almost year petrol automatic wear band time car get unlock band press button many time solution,3,a,3517,16
disk break vehicle,1,a,3518,3
sir highly service use personal intervention suck,3,a,3519,7
motor log,3,a,3522,2
graph mean oil use base rough average outside temperature,4,a,3523,9
vehicle stall would able help,2,a,3524,5
singh granite speaks growth infrastructure mining industry india tipper range superior feature instrumental increase profitability,3,a,3525,15
thank beautiful design,3,a,3528,3
example consumer trust brand whenever book self drive car prefer car avoid,3,a,3530,12
concerned know experience want help kindly share vehicle model contact information car chassis number dealer detail via help connect assistance,3,a,3532,20
hop launch sooner later look forward see play built decrease body roll variant automatic plus great mileage use hybrid model support least city range,3,a,3533,24
like call motor mumbai terrible service service advisor well neither follow call car stuck day almost clarity get back truly crap,3,a,3535,21
sound like problem ignition lock cylinder,4,a,3536,6
street need press assistance,2,a,3537,4
turn cabin filter include service year mile old,4,a,3539,8
every convoy unique amp make sight behold spot convoy city yet,3,a,3541,11
thank wish respond concern via share team soon connect address,3,a,3543,10
estate service shift,3,a,3544,3
buying lease system work,1,a,3545,4
programme train youth provide skill set employment opportunity,3,a,3546,8
cannot disclose information pertain future product strategy stay tune website social medium handle get late update,3,a,3548,16
lot caffeine stop laugh friend say,4,a,3549,6
strong metal mean car strong engineering mar log safe car new model car get star safety rating japan india since care safety company need bother,3,a,3551,25
would really like know wrong please elaborate concern also share contact information car chassis number dealer detail via well assist concern,3,a,3553,21
share detail thank,3,a,3554,3
try call raise concern regard one dealer world locate unfortunately number always busy kindly suggest well raise concern regard newly purchase car,3,a,3555,22
